,name,distance,mass,radius
13195,2MASS J16150413+1340079 [de],48,42,0.94
13196,SDSSp J162414.37+002915.6 [de],36,43,0.94
13197,2MASS J16262034+3925190 [de],110,71,1.03
13198,2MASSW J1632291+190441 [de],50,49,0.97
13199,WISEPA J164715.59+563208.2,28,41,0.94
13200,LSPM J1658+7027 [de],60,73,1.04
13201,2MASSI J1726000+153819,114,24,1.40
13202,2MASSW J1728114+394859,79,,
13203,SDSS J000013.54+255418.6 [de],46.1,48,0.99
13204,2MASS J08283419-1309198,,,
13205,2MASS J00040288-6410358,192,19,1.63
13206,LHS 102BC,,,
13207,2MASS J00242463-0158201,37.7,79,1.09
13208,2MASS J00250365+4759191AB,143,,
13209,2MASS J00274197+0503417,236,31,1.44
13210,2MASS J00275592+2219328,46.9,,
13211,2MASSW J0030300-145033,87.2,54,0.98
13212,2MASS J00332386-1521309 [de],131,29,1.43
13213,2MASS J00345157+0523050,31,42,0.94
13214,2MASS 0036+1821,28.6,42,0.94
13215,2MASSW J0045214+163445,57,23,1.62
13216,WISEP J004701.06+680352.1 [fr],40,12,1.3
13217,2MASS J00501994-3322402 [de],34,40,0.94
13218,2MASS J00034227-2822410,,,
13219,2MASS J00584253-0651239 [de],96,29,1.43
13220,CFBDS J005910.90–011401.3,30,23,
13221,2MASSI J0103320+193536,70,52,0.98
13222,SDSSp J010752.33+004156.1 [de],51,52,0.98
13223,2MASSI J0117474-340325 [de],163,20,1.62
13224,2MASS J01415823-4633574 [de],130,20,1.61
13225,SDSS J015141.69+124429.6,70,47,0.97
13226,DENIS-P J020529.0−115925A,65,,
13227,DENIS-P J020529.0−115925B,65,,
13228,DENIS-P J020529.0−115925C,65,,
13229,SDSS J020742.48+000056.2 [de],111,47,0.97
13230,2MASS J02103857-3015313,101,15,1.53
13231,2MASS J02340093-6442068,155,20,1.62
13232,2MASS J02411151-0326587 [de],152,27,1.41
13233,2MASS J02431371−2453298,35,33,0.99
13234,LP 771-21,53,78,1.08
13235,2MASS J02511327+0047364,,,
13236,2MASS J02535980+3206373,184,65,1.9
13237,WISE J0254+0223,24,65,1.9
13238,DEN 0255-4700,16.2,80,0.97
13239,2MASS J03185403-3421292 [de],45,49,0.97
13240,2MASS J03205965+1854233,47,88,1.15
13241,2MASS J03231002-4631237,192,23,1.66
13242,SDSS J032553.17+042540.1,59,45,0.95
13243,2MASS J03264225-2102057 [de],80,18,1.3
13244,2MASS J03284265+2302051 [de],98,54,0.98
13245,2MASS J03341218-4953322,27.0,73,1.04
13246,LP 944-20,20.9,73,1.43
13247,2MASP J0345432+254023,88,74,1.05
13248,Teide 1,380,55,3.78
13249,2MASS J03510004-0052452,48,102,1.27
13250,2MASS J03552337+1133437,29.8,20,1.32
13251,DENIS-P J035726.9-441730 [de],130,,
13252,2MASS J04151954−0935066,18.6,30,0.95
13253,SDSSp J042348.57-041403.5 [de],50,,
13254,2MASS J04285096-2253227 [de],85,80,1.09
13255,2MASS J04351612-1606574,34,100,1.26
13256,2MASS J04362788-4114465,142,39,1.97
13257,2MASS J04390101-2353083 [de],29.5,48,0.97
13258,2MASS J04414489+2301513,470,19,
13259,2MASS J04433764+0002040,82,22,1.78
13260,2MASS J04455387-3048204 [de],42,64,1.00
13261,2MASS J04510093-3402150 [de],69,72,1.04
13262,2MASS J05002100+0330501 [de],44,64,1.00
13263,2MASS J05012406-0010452 [de],64,21,1.38
13264,2MASS J05160945-0445499 [de],73,47,0.97
13265,2MASS J0523−1403,40,68,1.01
13266,2MASS 0532+8246,81,83,
13267,SDSS J053951.99-005902.0,41.62,61,1.01
13268,2MASS J05591914-1404488 [de],34,,
13269,LSR 0602+3910 [de],34.6,28,1.41
13270,2MASS J06085283-2753583,102,38,1.51
13271,WISEP J061135.13-041024.0A,69,65,
13272,WISEP J061135.13-041024.0B,69,53,
13273,2MASS J06244595-4521548 [de],39,56,0.99
13274,2MASS J06411840-4322329 [de],65,67,1.01
13275,DENIS-P J0652197-253450 [de],51,75,1.05
13276,2MASS J07003664+3157266 [de],40,,
13277,2MASS J07075327-4900503,60,72,1.03
13278,UGPS J072227.51-054031.2,13.4,26,0.98
13279,2MASSI J0727182+171001 [de],29.6,41,0.94
13280,2MASS J07290002-3954043 [de],25.8,37,0.94
13281,SDSS J074201.41+205520.5 [de],49,43,0.94
13282,2MASS J0746425+200032 [fr],49.6,,
13283,DENIS-P J0751164-253043 [de],55,71,1.03
13284,2MASS J07522390+1612157,60,68,2.01
13285,DENIS J081730.0-615520,16.1,44,0.94
13286,DENIS J082303.1−491201A,67,44,
13287,DENIS J082303.1−491201B,67,28,
13288,2MASS J08251968+2115521 [de],35,52,0.98
13289,SDSSp J083008.12+482847.4 [de],43,48,0.99
13290,LHS 2021,55,88,1.15
13291,SDSS J083048.80+012831.1 [de],77,46,0.96
13292,2MASSI J0835425-081923 [de],23.53,62,1.00
13293,2MASSI J0847287-153237 [de],43,64,1.00
13294,2MASS J08533619-0329321,27.6,77,1.07
13295,2MASSI J0859254-194926 [de],50,50,0.98
13296,2MASSW J0920122+351742 [de],95,,
13297,2MASSI J0937347+293142,20.0,42,0.94
13298,2MASS 0939−2448,17.4,32,0.95
13299,2MASS J09490860-1545485 [de],59,49,0.96
13300,2MASS J10073369-4555147,46,44,0.94
13301,2MASSI J1010148-040649 [de],55,51,0.98
13302,2MASSI J1017075+130839 [de],108,,
13303,SDSS J102109.69-030420.1,95,,
13304,2MASS J10224821+5825453 [de],60,27,1.41
13305,2MASSW J1036530-344138 [de],53,49,0.97
13306,2MASS J1047538+212423 [de],34.4,42,0.94
13307,Luhman 16B,6.516,43,1.02
13308,Luhman 16A,6.516,40,1.01
13309,DENIS-P J1058.7−1548,49,64,1.00
13310,TWA 28,180,36,2.39
13311,Cha 110913-773444,163,8,1.8
13312,OTS 44,554,15,
13313,SDSS J111010.01+011613.1,63,9,1.24
13314,2MASS J11145133−2618235,18.2,33,0.96
13315,TWA 26,137,30,2.20
13316,2MASSW J1146345+223053,89,,
13317,2MASS J11544223-3400390 [de],129,37,1.50
13318,2MASSW J1155395-372735 [de],31,64,1.00
13319,TWA 27A,,,
13320,TWA 27B,,,
13321,2MASS J12074836-3900043,217,17,1.71
13322,2MASSI J1217110-031113 [de],36,42,0.94
13323,2MASS J12255432-2739466,43,,
13324,DENIS-P J1228.2-1547,66,,
13325,2M 1237+6526,45.6,41,0.94
13326,2MASSW J1239272+551537 [de],119,,
13327,TWA 29,262,25,2.00
13328,SDSSp J125453.90-012247.4 [de],38,47,0.98
13329,Kelu-1A,61,63,0.98
13330,Kelu-1B,61,58,0.98
13331,2MASS J13204427+0409045,101,67,1.01
13332,SDSSp J132629.82-003831.5 [de],65,51,0.97
13333,SDSSp J134646.45-003150.4 [de],48,44,0.94
13334,2MASS J13595510-4034582,51,63,1.00
13335,ULAS J141623.94+134836.3,29.7,32,0.96
13336,SDSS J141659.78+500626.4 [de],149,59,0.99
13337,DENIS-P J142527.97-365023.4 [de],38,21,1.32
13338,LHS 2924,38.5,76,1.06
13339,2MASS J14392837+1929150,47,72,1.03
13340,LSPM J1440+1339,72,92,1.19
13341,2MASS J14482563+1031590 [de],47,59,0.99
13342,CFBDSIR 1458+10A,104,11.1,1.5
13343,CFBDSIR 1458+10B,104,9,1.3
13344,TVLM 513-46546,35.1,75,1.05
13345,2MASS 1503+2525,20.7,44,0.94
13346,CFBDS J150411+102717,71,44,0.94
13347,2MASSW J1506544+132106 [de],46,69,1.02
13348,2MASS 1507−1627,23.9,60,0.99
13349,TVLM 868-110639,53,79,1.08
13350,SDSS J151114.66+060742.9 [de],89,,
13351,2MASSW J1515008+484742 [de],34,57,0.99
13352,2MASSI J1526140+204341 [de],67,54,0.98
13353,DENIS-P J153941.96-052042.4 [de],51,63,1.00
13354,2MASS J15462718-3325111 [de],37,44,0.94
13355,2MASSW J1552591+294849 [de],68,30,1.43
13356,2MASSW J1555157-095605 [de],44,71,1.03
13357,2MASS J16150413+1340079 [de],48,42,0.94
13358,SDSSp J162414.37+002915.6 [de],36,43,0.94
13359,2MASS J16262034+3925190 [de],110,71,1.03
13360,2MASSW J1632291+190441 [de],50,49,0.97
13361,WISEPA J164715.59+563208.2,28,41,0.94
13362,LSPM J1658+7027 [de],60,73,1.04
13363,2MASSI J1726000+153819,114,24,1.40
13364,2MASSW J1728114+394859,79,,
13365,SDSSp J175032.96+175903.9,90,47,0.97
13366,SDSS J000013.54+255418.6 [de],46.1,48,0.99
13367,2MASS J08283419-1309198,,,
13368,2MASS J00040288-6410358,192,19,1.63
13369,LHS 102BC,,,
13370,2MASS J00242463-0158201,37.7,79,1.09
13371,2MASS J00250365+4759191AB,143,,
13372,2MASS J00274197+0503417,236,31,1.44
13373,2MASS J00275592+2219328,46.9,,
13374,2MASSW J0030300-145033,87.2,54,0.98
13375,2MASS J00332386-1521309 [de],131,29,1.43
13376,2MASS J00345157+0523050,31,42,0.94
13377,2MASS 0036+1821,28.6,42,0.94
13378,2MASSW J0045214+163445,57,23,1.62
13379,WISEP J004701.06+680352.1 [fr],40,12,1.3
13380,2MASS J00501994-3322402 [de],34,40,0.94
13381,2MASS J00034227-2822410,,,
13382,2MASS J00584253-0651239 [de],96,29,1.43
13383,CFBDS J005910.90–011401.3,30,23,
13384,2MASSI J0103320+193536,70,52,0.98
13385,SDSSp J010752.33+004156.1 [de],51,52,0.98
13386,2MASSI J0117474-340325 [de],163,20,1.62
13387,2MASS J01415823-4633574 [de],130,20,1.61
13388,SDSS J015141.69+124429.6,70,47,0.97
13389,DENIS-P J020529.0−115925A,65,,
13390,DENIS-P J020529.0−115925B,65,,
13391,DENIS-P J020529.0−115925C,65,,
13392,SDSS J020742.48+000056.2 [de],111,47,0.97
13393,2MASS J02103857-3015313,101,15,1.53
13394,2MASS J02340093-6442068,155,20,1.62
13395,2MASS J02411151-0326587 [de],152,27,1.41
13396,2MASS J02431371−2453298,35,33,0.99
13397,LP 771-21,53,78,1.08
13398,2MASS J02511327+0047364,,,
13399,2MASS J02535980+3206373,184,65,1.9
13400,WISE J0254+0223,24,65,1.9
13401,DEN 0255-4700,16.2,80,0.97
13402,2MASS J03185403-3421292 [de],45,49,0.97
13403,2MASS J03205965+1854233,47,88,1.15
13404,2MASS J03231002-4631237,192,23,1.66
13405,SDSS J032553.17+042540.1,59,45,0.95
13406,2MASS J03264225-2102057 [de],80,18,1.3
13407,2MASS J03284265+2302051 [de],98,54,0.98
13408,2MASS J03341218-4953322,27.0,73,1.04
13409,LP 944-20,20.9,73,1.43
13410,2MASP J0345432+254023,88,74,1.05
13411,Teide 1,380,55,3.78
13412,2MASS J03510004-0052452,48,102,1.27
13413,2MASS J03552337+1133437,29.8,20,1.32
13414,DENIS-P J035726.9-441730 [de],130,,
13415,2MASS J04151954−0935066,18.6,30,0.95
13416,SDSSp J042348.57-041403.5 [de],50,,
13417,2MASS J04285096-2253227 [de],85,80,1.09
13418,2MASS J04351612-1606574,34,100,1.26
13419,2MASS J04362788-4114465,142,39,1.97
13420,2MASS J04390101-2353083 [de],29.5,48,0.97
13421,2MASS J04414489+2301513,470,19,
13422,2MASS J04433764+0002040,82,22,1.78
13423,2MASS J04455387-3048204 [de],42,64,1.00
13424,2MASS J04510093-3402150 [de],69,72,1.04
13425,2MASS J05002100+0330501 [de],44,64,1.00
13426,2MASS J05012406-0010452 [de],64,21,1.38
13427,2MASS J05160945-0445499 [de],73,47,0.97
13428,2MASS J0523−1403,40,68,1.01
13429,2MASS 0532+8246,81,83,
13430,SDSS J053951.99-005902.0,41.62,61,1.01
13431,2MASS J05591914-1404488 [de],34,,
13432,LSR 0602+3910 [de],34.6,28,1.41
13433,2MASS J06085283-2753583,102,38,1.51
13434,WISEP J061135.13-041024.0A,69,65,
13435,WISEP J061135.13-041024.0B,69,53,
13436,2MASS J06244595-4521548 [de],39,56,0.99
13437,2MASS J06411840-4322329 [de],65,67,1.01
13438,DENIS-P J0652197-253450 [de],51,75,1.05
13439,2MASS J07003664+3157266 [de],40,,
13440,2MASS J07075327-4900503,60,72,1.03
13441,UGPS J072227.51-054031.2,13.4,26,0.98
13442,2MASSI J0727182+171001 [de],29.6,41,0.94
13443,2MASS J07290002-3954043 [de],25.8,37,0.94
13444,SDSS J074201.41+205520.5 [de],49,43,0.94
13445,2MASS J0746425+200032 [fr],49.6,,
13446,DENIS-P J0751164-253043 [de],55,71,1.03
13447,2MASS J07522390+1612157,60,68,2.01
13448,DENIS J081730.0-615520,16.1,44,0.94
13449,DENIS J082303.1−491201A,67,44,
13450,DENIS J082303.1−491201B,67,28,
13451,2MASS J08251968+2115521 [de],35,52,0.98
13452,SDSSp J083008.12+482847.4 [de],43,48,0.99
13453,LHS 2021,55,88,1.15
13454,SDSS J083048.80+012831.1 [de],77,46,0.96
13455,2MASSI J0835425-081923 [de],23.53,62,1.00
13456,2MASSI J0847287-153237 [de],43,64,1.00
13457,2MASS J08533619-0329321,27.6,77,1.07
13458,2MASSI J0859254-194926 [de],50,50,0.98
13459,2MASSW J0920122+351742 [de],95,,
13460,2MASSI J0937347+293142,20.0,42,0.94
13461,2MASS 0939−2448,17.4,32,0.95
13462,2MASS J09490860-1545485 [de],59,49,0.96
13463,2MASS J10073369-4555147,46,44,0.94
13464,2MASSI J1010148-040649 [de],55,51,0.98
13465,2MASSI J1017075+130839 [de],108,,
13466,SDSS J102109.69-030420.1,95,,
13467,2MASS J10224821+5825453 [de],60,27,1.41
13468,2MASSW J1036530-344138 [de],53,49,0.97
13469,2MASS J1047538+212423 [de],34.4,42,0.94
13470,Luhman 16B,6.516,43,1.02
13471,Luhman 16A,6.516,40,1.01
13472,DENIS-P J1058.7−1548,49,64,1.00
13473,TWA 28,180,36,2.39
13474,Cha 110913-773444,163,8,1.8
13475,OTS 44,554,15,
13476,SDSS J111010.01+011613.1,63,9,1.24
13477,2MASS J11145133−2618235,18.2,33,0.96
13478,TWA 26,137,30,2.20
13479,2MASSW J1146345+223053,89,,
13480,2MASS J11544223-3400390 [de],129,37,1.50
13481,2MASSW J1155395-372735 [de],31,64,1.00
13482,TWA 27A,,,
13483,TWA 27B,,,
13484,2MASS J12074836-3900043,217,17,1.71
13485,2MASSI J1217110-031113 [de],36,42,0.94
13486,2MASS J12255432-2739466,43,,
13487,DENIS-P J1228.2-1547,66,,
13488,2M 1237+6526,45.6,41,0.94
13489,2MASSW J1239272+551537 [de],119,,
13490,TWA 29,262,25,2.00
13491,SDSSp J125453.90-012247.4 [de],38,47,0.98
13492,Kelu-1A,61,63,0.98
13493,Kelu-1B,61,58,0.98
13494,2MASS J13204427+0409045,101,67,1.01
13495,SDSSp J132629.82-003831.5 [de],65,51,0.97
13496,SDSSp J134646.45-003150.4 [de],48,44,0.94
13497,2MASS J13595510-4034582,51,63,1.00
13498,ULAS J141623.94+134836.3,29.7,32,0.96
13499,SDSS J141659.78+500626.4 [de],149,59,0.99
13500,DENIS-P J142527.97-365023.4 [de],38,21,1.32
13501,LHS 2924,38.5,76,1.06
13502,2MASS J14392837+1929150,47,72,1.03
13503,LSPM J1440+1339,72,92,1.19
13504,2MASS J14482563+1031590 [de],47,59,0.99
13505,CFBDSIR 1458+10A,104,11.1,1.5
13506,CFBDSIR 1458+10B,104,9,1.3
13507,TVLM 513-46546,35.1,75,1.05
13508,2MASS 1503+2525,20.7,44,0.94
13509,CFBDS J150411+102717,71,44,0.94
13510,2MASSW J1506544+132106 [de],46,69,1.02
13511,2MASS 1507−1627,23.9,60,0.99
13512,TVLM 868-110639,53,79,1.08
13513,SDSS J151114.66+060742.9 [de],89,,
13514,2MASSW J1515008+484742 [de],34,57,0.99
13515,2MASSI J1526140+204341 [de],67,54,0.98
13516,DENIS-P J153941.96-052042.4 [de],51,63,1.00
13517,2MASS J15462718-3325111 [de],37,44,0.94
13518,2MASSW J1552591+294849 [de],68,30,1.43
13519,2MASSW J1555157-095605 [de],44,71,1.03
13520,2MASS J16150413+1340079 [de],48,42,0.94
13521,SDSSp J162414.37+002915.6 [de],36,43,0.94
13522,2MASS J16262034+3925190 [de],110,71,1.03
13523,2MASSW J1632291+190441 [de],50,49,0.97
13524,WISEPA J164715.59+563208.2,28,41,0.94
13525,LSPM J1658+7027 [de],60,73,1.04
13526,2MASSI J1726000+153819,114,24,1.40
13527,2MASSW J1728114+394859,79,,
13528,SDSSp J175032.96+175903.9,90,47,0.97
13529,2MASS J18283572-4849046,39,45,0.95
13530,SDSS J000013.54+255418.6 [de],46.1,48,0.99
13531,2MASS J08283419-1309198,,,
13532,2MASS J00040288-6410358,192,19,1.63
13533,LHS 102BC,,,
13534,2MASS J00242463-0158201,37.7,79,1.09
13535,2MASS J00250365+4759191AB,143,,
13536,2MASS J00274197+0503417,236,31,1.44
13537,2MASS J00275592+2219328,46.9,,
13538,2MASSW J0030300-145033,87.2,54,0.98
13539,2MASS J00332386-1521309 [de],131,29,1.43
13540,2MASS J00345157+0523050,31,42,0.94
13541,2MASS 0036+1821,28.6,42,0.94
13542,2MASSW J0045214+163445,57,23,1.62
13543,WISEP J004701.06+680352.1 [fr],40,12,1.3
13544,2MASS J00501994-3322402 [de],34,40,0.94
13545,2MASS J00034227-2822410,,,
13546,2MASS J00584253-0651239 [de],96,29,1.43
13547,CFBDS J005910.90–011401.3,30,23,
13548,2MASSI J0103320+193536,70,52,0.98
13549,SDSSp J010752.33+004156.1 [de],51,52,0.98
13550,2MASSI J0117474-340325 [de],163,20,1.62
13551,2MASS J01415823-4633574 [de],130,20,1.61
13552,SDSS J015141.69+124429.6,70,47,0.97
13553,DENIS-P J020529.0−115925A,65,,
13554,DENIS-P J020529.0−115925B,65,,
13555,DENIS-P J020529.0−115925C,65,,
13556,SDSS J020742.48+000056.2 [de],111,47,0.97
13557,2MASS J02103857-3015313,101,15,1.53
13558,2MASS J02340093-6442068,155,20,1.62
13559,2MASS J02411151-0326587 [de],152,27,1.41
13560,2MASS J02431371−2453298,35,33,0.99
13561,LP 771-21,53,78,1.08
13562,2MASS J02511327+0047364,,,
13563,2MASS J02535980+3206373,184,65,1.9
13564,WISE J0254+0223,24,65,1.9
13565,DEN 0255-4700,16.2,80,0.97
13566,2MASS J03185403-3421292 [de],45,49,0.97
13567,2MASS J03205965+1854233,47,88,1.15
13568,2MASS J03231002-4631237,192,23,1.66
13569,SDSS J032553.17+042540.1,59,45,0.95
13570,2MASS J03264225-2102057 [de],80,18,1.3
13571,2MASS J03284265+2302051 [de],98,54,0.98
13572,2MASS J03341218-4953322,27.0,73,1.04
13573,LP 944-20,20.9,73,1.43
13574,2MASP J0345432+254023,88,74,1.05
13575,Teide 1,380,55,3.78
13576,2MASS J03510004-0052452,48,102,1.27
13577,2MASS J03552337+1133437,29.8,20,1.32
13578,DENIS-P J035726.9-441730 [de],130,,
13579,2MASS J04151954−0935066,18.6,30,0.95
13580,SDSSp J042348.57-041403.5 [de],50,,
13581,2MASS J04285096-2253227 [de],85,80,1.09
13582,2MASS J04351612-1606574,34,100,1.26
13583,2MASS J04362788-4114465,142,39,1.97
13584,2MASS J04390101-2353083 [de],29.5,48,0.97
13585,2MASS J04414489+2301513,470,19,
13586,2MASS J04433764+0002040,82,22,1.78
13587,2MASS J04455387-3048204 [de],42,64,1.00
13588,2MASS J04510093-3402150 [de],69,72,1.04
13589,2MASS J05002100+0330501 [de],44,64,1.00
13590,2MASS J05012406-0010452 [de],64,21,1.38
13591,2MASS J05160945-0445499 [de],73,47,0.97
13592,2MASS J0523−1403,40,68,1.01
13593,2MASS 0532+8246,81,83,
13594,SDSS J053951.99-005902.0,41.62,61,1.01
13595,2MASS J05591914-1404488 [de],34,,
13596,LSR 0602+3910 [de],34.6,28,1.41
13597,2MASS J06085283-2753583,102,38,1.51
13598,WISEP J061135.13-041024.0A,69,65,
13599,WISEP J061135.13-041024.0B,69,53,
13600,2MASS J06244595-4521548 [de],39,56,0.99
13601,2MASS J06411840-4322329 [de],65,67,1.01
13602,DENIS-P J0652197-253450 [de],51,75,1.05
13603,2MASS J07003664+3157266 [de],40,,
13604,2MASS J07075327-4900503,60,72,1.03
13605,UGPS J072227.51-054031.2,13.4,26,0.98
13606,2MASSI J0727182+171001 [de],29.6,41,0.94
13607,2MASS J07290002-3954043 [de],25.8,37,0.94
13608,SDSS J074201.41+205520.5 [de],49,43,0.94
13609,2MASS J0746425+200032 [fr],49.6,,
13610,DENIS-P J0751164-253043 [de],55,71,1.03
13611,2MASS J07522390+1612157,60,68,2.01
13612,DENIS J081730.0-615520,16.1,44,0.94
13613,DENIS J082303.1−491201A,67,44,
13614,DENIS J082303.1−491201B,67,28,
13615,2MASS J08251968+2115521 [de],35,52,0.98
13616,SDSSp J083008.12+482847.4 [de],43,48,0.99
13617,LHS 2021,55,88,1.15
13618,SDSS J083048.80+012831.1 [de],77,46,0.96
13619,2MASSI J0835425-081923 [de],23.53,62,1.00
13620,2MASSI J0847287-153237 [de],43,64,1.00
13621,2MASS J08533619-0329321,27.6,77,1.07
13622,2MASSI J0859254-194926 [de],50,50,0.98
13623,2MASSW J0920122+351742 [de],95,,
13624,2MASSI J0937347+293142,20.0,42,0.94
13625,2MASS 0939−2448,17.4,32,0.95
13626,2MASS J09490860-1545485 [de],59,49,0.96
13627,2MASS J10073369-4555147,46,44,0.94
13628,2MASSI J1010148-040649 [de],55,51,0.98
13629,2MASSI J1017075+130839 [de],108,,
13630,SDSS J102109.69-030420.1,95,,
13631,2MASS J10224821+5825453 [de],60,27,1.41
13632,2MASSW J1036530-344138 [de],53,49,0.97
13633,2MASS J1047538+212423 [de],34.4,42,0.94
13634,Luhman 16B,6.516,43,1.02
13635,Luhman 16A,6.516,40,1.01
13636,DENIS-P J1058.7−1548,49,64,1.00
13637,TWA 28,180,36,2.39
13638,Cha 110913-773444,163,8,1.8
13639,OTS 44,554,15,
13640,SDSS J111010.01+011613.1,63,9,1.24
13641,2MASS J11145133−2618235,18.2,33,0.96
13642,TWA 26,137,30,2.20
13643,2MASSW J1146345+223053,89,,
13644,2MASS J11544223-3400390 [de],129,37,1.50
13645,2MASSW J1155395-372735 [de],31,64,1.00
13646,TWA 27A,,,
13647,TWA 27B,,,
13648,2MASS J12074836-3900043,217,17,1.71
13649,2MASSI J1217110-031113 [de],36,42,0.94
13650,2MASS J12255432-2739466,43,,
13651,DENIS-P J1228.2-1547,66,,
13652,2M 1237+6526,45.6,41,0.94
13653,2MASSW J1239272+551537 [de],119,,
13654,TWA 29,262,25,2.00
13655,SDSSp J125453.90-012247.4 [de],38,47,0.98
13656,Kelu-1A,61,63,0.98
13657,Kelu-1B,61,58,0.98
13658,2MASS J13204427+0409045,101,67,1.01
13659,SDSSp J132629.82-003831.5 [de],65,51,0.97
13660,SDSSp J134646.45-003150.4 [de],48,44,0.94
13661,2MASS J13595510-4034582,51,63,1.00
13662,ULAS J141623.94+134836.3,29.7,32,0.96
13663,SDSS J141659.78+500626.4 [de],149,59,0.99
13664,DENIS-P J142527.97-365023.4 [de],38,21,1.32
13665,LHS 2924,38.5,76,1.06
13666,2MASS J14392837+1929150,47,72,1.03
13667,LSPM J1440+1339,72,92,1.19
13668,2MASS J14482563+1031590 [de],47,59,0.99
13669,CFBDSIR 1458+10A,104,11.1,1.5
13670,CFBDSIR 1458+10B,104,9,1.3
13671,TVLM 513-46546,35.1,75,1.05
13672,2MASS 1503+2525,20.7,44,0.94
13673,CFBDS J150411+102717,71,44,0.94
13674,2MASSW J1506544+132106 [de],46,69,1.02
13675,2MASS 1507−1627,23.9,60,0.99
13676,TVLM 868-110639,53,79,1.08
13677,SDSS J151114.66+060742.9 [de],89,,
13678,2MASSW J1515008+484742 [de],34,57,0.99
13679,2MASSI J1526140+204341 [de],67,54,0.98
13680,DENIS-P J153941.96-052042.4 [de],51,63,1.00
13681,2MASS J15462718-3325111 [de],37,44,0.94
13682,2MASSW J1552591+294849 [de],68,30,1.43
13683,2MASSW J1555157-095605 [de],44,71,1.03
13684,2MASS J16150413+1340079 [de],48,42,0.94
13685,SDSSp J162414.37+002915.6 [de],36,43,0.94
13686,2MASS J16262034+3925190 [de],110,71,1.03
13687,2MASSW J1632291+190441 [de],50,49,0.97
13688,WISEPA J164715.59+563208.2,28,41,0.94
13689,LSPM J1658+7027 [de],60,73,1.04
13690,2MASSI J1726000+153819,114,24,1.40
13691,2MASSW J1728114+394859,79,,
13692,SDSSp J175032.96+175903.9,90,47,0.97
13693,2MASS J18283572-4849046,39,45,0.95
13694,LSR J1835+3259,18.5,77,1.07
13695,SDSS J000013.54+255418.6 [de],46.1,48,0.99
13696,2MASS J08283419-1309198,,,
13697,2MASS J00040288-6410358,192,19,1.63
13698,LHS 102BC,,,
13699,2MASS J00242463-0158201,37.7,79,1.09
13700,2MASS J00250365+4759191AB,143,,
13701,2MASS J00274197+0503417,236,31,1.44
13702,2MASS J00275592+2219328,46.9,,
13703,2MASSW J0030300-145033,87.2,54,0.98
13704,2MASS J00332386-1521309 [de],131,29,1.43
